coin,date,target,price_change_percent,price_trend_7d,volatility_7d,avg_volume_7d,avg_price_7d,news_volume_change,sentiment_change,positive_change,negative_change,negative_spike,positive_spike,price_sentiment_alignment,divergence
btc,2025-10-19,1,1.3672882851026378,-6.974214753267239,3464.9649620857094,76627541186.57143,110850.49106837284,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-10-20,1,1.8296960701498246,-5.729055171146586,3024.20723580694,69701340024.85715,109912.14298175888,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-10-21,0,-1.918900892983074,-2.251745486498379,2180.017247742664,68489460136.42857,109253.04133491621,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-10-22,0,-0.7998037855668302,-2.007581691191498,1488.1344840146123,70579395382.85715,108585.83179047295,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-10-23,1,2.2580627468126084,-0.4240523881893927,1228.6469436975062,72739265274.14285,108144.3685137224,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-10-24,1,0.8626068876515853,3.3866816965667077,1395.5440451694458,68656334160.57143,108426.05274980588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
btc,2025-10-25,1,0.5608264103640188,3.5852410259480534,1381.1839896342285,62198572250.57143,109076.65166715598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
btc,2025-10-26,1,2.5584079796840933,2.7611334752154884,1377.7747223885256,60598863492.28571,109714.40966667859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
btc,2025-10-28,0,-1.079362089223794,5.2510797816002475,2426.9691723317846,60659187261.42857,111061.42400274414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
btc,2025-10-29,0,-2.5707573366302614,4.954469346897026,2246.2648766170637,55010345924.14286,111699.17343209102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
btc,2025-10-30,0,-1.6410346476508648,-0.001680181225954407,1713.6377244522278,52187332979.0,112046.06523020995,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-10-31,1,1.231643425188274,-2.4838681266318345,2090.083408599135,54538226499.85714,111787.81480368723,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-02,1,0.5781745330007632,-3.8976521095118315,2288.5640603197553,56167253025.85714,111354.94728649002,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-03,0,-3.7316897734209236,-3.093798118575969,1902.1536765537198,55112325341.42857,110808.40400180842,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-04,0,-4.586709416079814,-5.692113368547654,1849.1670883687332,56727129885.28571,109713.87433183556,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-05,1,2.2066016532082875,-7.643480072895938,2938.28956586968,62822302642.14286,108097.43510185396,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-06,0,-2.4599244857529614,-4.030649280913026,3139.68011316184,64657814028.85714,107216.19087345092,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-07,1,2.0463777052305083,-7.530319577288911,3700.3883301331657,63439145398.85714,106227.88730306928,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-08,0,-1.0696218118509693,-6.015637279410895,3529.896319794033,68414361948.14286,105345.34139730269,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-09,1,2.3653712249349756,-7.555405624613787,3076.0580387804785,72151140323.14285,104241.91305141566,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-10,1,1.1454472236962634,-1.7005159984387457,1704.8695176326864,75701667979.42857,103393.26581345111,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-11,0,-2.783800294349537,4.205034857817666,1550.970776102598,74627114194.0,103305.83523987394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
btc,2025-11-12,0,-1.3976847410623698,-0.8829438097859502,1409.9579666882832,69204625269.42857,103495.1926144857,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-13,0,-1.7644060799543528,0.19646971236779834,1552.4573858270073,67240126258.85714,103158.58531948345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
btc,2025-11-14,0,-5.288314184580485,-3.545231763951103,1885.6643616504475,72432286925.57143,102931.13004820269,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-15,1,1.1136530578078963,-7.658356595000796,3486.2632060968967,75228189765.57143,101654.03140054959,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-16,0,-1.1485709722828132,-8.787505165941088,4068.573332658846,73509074993.57143,100685.19897945535,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
btc,2025-11-17,0,-2.515168444875032,-10.856240127260804,4206.9189361599865,75322315212.85715,99214.0062444935,22.0,-0.28201500783589756,6.0,14.0,1.0,1.0,3.061622644557841,0.0
btc,2025-11-18,1,0.8507839736246678,-10.609914379533256,3837.5009622737502,79357749388.0,97232.24235611489,31.0,-0.3657262806870764,7.0,22.0,1.0,1.0,3.8803245244350277,0.0
btc,2025-11-19,0,-1.5691495435810099,-8.571515885613543,3274.3014544123776,84047600763.42857,95783.5257232582,39.0,-0.37888504903859055,8.0,27.0,1.0,1.0,3.247619216655745,0.0
btc,2025-11-20,0,-5.158862390850319,-8.389789401132063,2588.9114148049944,86842666672.71428,94332.32140788647,52.0,-0.35147805089274275,11.0,33.0,1.0,1.0,2.948826826110489,0.0
btc,2025-11-21,0,-1.8443983328692313,-8.264576699194379,2734.7807320408074,86658051997.71428,92463.68129125246,13.0,-0.07430828083790353,1.0,7.0,1.0,0.0,2.944861148953809,0.0
btc,2025-11-23,1,2.4812922302525053,-10.304595046778818,3705.7293580744804,90297763656.85715,89573.64162549993,-17.0,0.20856313170791368,-1.0,-18.0,0.0,0.0,1.7550983856835642,0.0
btc,2025-11-24,1,1.6656437547286356,-5.707371494774344,3211.486658726455,88555112576.42857,88484.00136786653,-11.0,0.199401116351548,3.0,-10.0,0.0,0.0,1.1586905819272215,0.0
btc,2025-11-25,0,-1.041632665929717,-4.945500663471927,2867.743167481917,85956784023.28572,87940.09163967088,-4.0,0.05087998062632715,2.0,-2.0,0.0,0.0,1.144170315350868,0.0
btc,2025-11-26,1,3.6237351550850323,-4.436078541604624,2063.8674546288275,80830953357.0,87153.03055174167,8.0,0.0009348311794123709,5.0,7.0,1.0,1.0,0.8165578759040226,0.0
btc,2025-11-27,1,0.8895724458933529,4.413451137586946,1812.9724422363659,78944175511.28572,87026.02317927928,23.0,-0.15204291421105154,8.0,15.0,1.0,1.0,-0.7920314069176636,0.0
btc,2025-12-01,0,-4.562502829760898,2.4673500323330995,1412.6826429696032,59567181132.14286,89927.29862641737,3.0,-0.3666458550586619,-3.0,7.0,1.0,0.0,-1.1437634791518283,0.0
btc,2025-12-02,1,5.86827748189438,-1.1783673053202366,1845.324598654858,61764707817.0,89649.03259649899,14.0,-0.11995860727943686,3.0,8.0,1.0,0.0,0.3797061578612605,0.0
btc,2025-12-03,1,2.4902418433448044,0.9621590620766886,1643.9168310727334,63933507100.71429,90225.37561821287,24.0,-0.08638178539301333,5.0,16.0,1.0,1.0,-0.3267201305362345,0.0
btc,2025-12-04,0,-1.579515269020988,2.5639800867218376,2034.0590703715516,65610464874.57143,90674.69143656633,25.0,0.054712023097090445,9.0,13.0,1.0,1.0,-0.7261293615606016,0.0
btc,2025-12-05,0,-3.075310393483054,1.3087655913544176,2092.1500931572655,66836622304.28571,90797.78338316541,17.0,0.2494606271988355,10.0,3.0,0.0,1.0,-0.2000675072467447,0.0
btc,2025-12-07,1,1.0287943373325354,-1.2847806000513522,2195.737909183489,62968727698.71429,90334.92968109323,-10.0,0.24817024505827373,-2.0,-12.0,0.0,0.0,0.1264333309377722,0.0
btc,2025-12-08,1,0.5048044643042175,4.498545062768487,2196.2595870810264,62051309678.28571,90300.16148885894,-4.0,0.09630496782752182,-2.0,-4.0,0.0,0.0,-0.28772144262164734,0.0
btc,2025-12-09,1,2.3231134618888927,-0.7955349029458986,1465.3003489890186,55262382674.57143,90919.66982067202,1.0,0.062255079976268224,-1.0,0.0,0.0,0.0,0.06675349150056846,0.0
btc,2025-12-10,0,-0.7744302017887212,-0.9573052469969185,1595.993615858756,51181965921.0,91116.59567341411,13.0,-0.0045490975017696,6.0,7.0,1.0,1.0,0.08627170159988924,0.0
btc,2025-12-11,1,0.5315352837689645,-0.14713046700025043,1308.4001818609759,47004897976.85714,90885.9813364717,25.0,0.033659959902047176,14.0,13.0,1.0,1.0,0.01322262616194424,0.0
btc,2025-12-12,0,-2.364383038623766,3.568681183245099,1361.5900274923106,44912623883.14286,90936.47743910688,11.0,-0.17739047079036632,4.0,12.0,1.0,1.0,-0.7642747778152006,0.0
btc,2025-12-14,0,-2.245416483589366,0.10483485006867027,1051.4565583470826,48907102213.85714,91224.02543163912,-10.0,-0.1323754397657005,-6.0,-3.0,0.0,0.0,-0.022366878216659582,0.0
btc,2025-12-15,0,-2.0592079042470552,-2.6344412995393527,1465.7617404320076,48892194418.28571,90948.00642501167,158.0,-0.11061376597107694,52.0,85.0,1.0,1.0,0.6515937328667503,0.0
btc,2025-12-16,1,3.6511619535604756,-6.80443919916069,2170.033515077907,49629909403.0,90347.41578202636,272.0,-0.03383315599165207,85.0,151.0,1.0,1.0,1.8500608225924602,0.0
eth,2025-09-26,1,4.505094027178293,-13.58727156561343,211.4110778232355,33531714953.0,4254.7160736945325,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
eth,2025-09-28,1,3.0778262086907358,-9.762323331267556,170.33877208718448,36100955299.57143,4126.571277659423,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
eth,2025-09-29,1,1.7811680648202877,-1.3836375524747533,108.922337216346,36921789344.0,4082.1382110463674,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
eth,2025-09-30,0,-1.6932846936472572,1.1862693030973621,111.45076945180736,34295575710.42857,4084.3754989694567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
